ID_misurazioni,data_ora_server,data_ora_stazione,pioggia,uv,luce,pressione,umidita,temperatura,temperatura_interna,prov
435,2021-12-14 05:41:20.158825,2021-12-14 05:41:10.064311,0.0,24.41,0.0,1029.81,76.62,2.01,1.49,
436,2021-12-14 05:43:31.548404,2021-12-14 05:43:21.342056,0.0,24.41,0.0,1029.96,76.47,1.96,1.5,
437,2021-12-14 05:45:42.875459,2021-12-14 05:45:32.725409,0.0,24.41,0.0,1029.85,76.13,1.96,1.51,
438,2021-12-14 05:47:54.238204,2021-12-14 05:47:44.010632,0.0,24.41,0.0,1029.81,76.78,1.9,1.52,
439,2021-12-14 05:50:05.473821,2021-12-14 05:49:55.382314,0.0,29.3,0.0,1029.73,77.13,1.91,1.49,
440,2021-12-14 05:52:17.059468,2021-12-14 05:52:06.663882,0.0,24.41,0.0,1029.61,76.56,1.99,1.49,
441,2021-12-14 05:54:28.579525,2021-12-14 05:54:18.142816,0.0,24.41,0.0,1029.85,75.93,2.05,1.53,
442,2021-12-14 05:56:39.957276,2021-12-14 05:56:29.705139,0.0,24.41,0.0,1029.74,75.56,2.09,1.53,
443,2021-12-14 05:58:51.100727,2021-12-14 05:58:41.005127,0.0,29.3,0.0,1029.84,75.88,2.06,1.55,
444,2021-12-14 06:01:03.634381,2021-12-14 06:00:53.311638,0.0,24.41,0.0,1029.79,76.14,2.15,1.59,
445,2021-12-14 06:03:16.475649,2021-12-14 06:03:04.890986,0.0,19.53,0.0,1029.84,75.65,2.25,1.66,
446,2021-12-14 06:05:29.709245,2021-12-14 06:05:18.688145,0.0,34.18,0.0,1029.71,75.3,2.36,1.7,
447,2021-12-14 06:07:44.622730,2021-12-14 06:07:32.222906,0.0,24.41,0.0,1029.74,75.34,2.28,1.69,
448,2021-12-14 06:09:56.948503,2021-12-14 06:09:45.812192,0.0,24.41,0.0,1029.72,75.7,2.23,1.68,
449,2021-12-14 06:12:08.552671,2021-12-14 06:11:58.259947,0.0,24.41,0.0,1029.78,75.79,2.28,1.72,
450,2021-12-14 06:14:23.173061,2021-12-14 06:14:12.605514,0.0,24.41,0.0,1029.72,75.19,2.37,1.73,
451,2021-12-14 06:16:34.784973,2021-12-14 06:16:24.387971,0.0,24.41,0.0,1029.82,75.23,2.39,1.79,
452,2021-12-14 06:18:46.075489,2021-12-14 06:18:35.921296,0.0,29.3,0.0,1029.78,75.53,2.31,1.82,
453,2021-12-14 06:20:57.296497,2021-12-14 06:20:47.199957,0.0,24.41,0.0,1029.86,75.33,2.36,1.84,
454,2021-12-14 06:23:08.573712,2021-12-14 06:22:58.477473,0.0,24.41,0.0,1029.91,75.14,2.39,1.89,
455,2021-12-14 06:25:21.037403,2021-12-14 06:25:09.652022,0.0,24.41,0.0,1029.94,75.27,2.37,1.9,
456,2021-12-14 06:27:32.421338,2021-12-14 06:27:22.154548,0.0,24.41,0.0,1029.95,75.05,2.46,1.94,
457,2021-12-14 06:29:48.842698,2021-12-14 06:29:38.555692,0.0,29.3,0.01,1029.94,74.61,2.54,1.99,
458,2021-12-14 06:32:00.315644,2021-12-14 06:31:50.034924,0.0,29.3,0.01,1030.06,74.74,2.53,2.01,
459,2021-12-14 06:34:11.866507,2021-12-14 06:34:01.417140,0.0,24.41,0.01,1029.94,74.87,2.51,2.02,
460,2021-12-14 06:36:23.592212,2021-12-14 06:36:13.004228,0.0,24.41,0.02,1029.83,75.18,2.43,1.99,
461,2021-12-14 06:38:35.305788,2021-12-14 06:38:24.598080,0.0,24.41,0.03,1030.21,75.08,2.35,1.99,
462,2021-12-14 06:40:46.907972,2021-12-14 06:40:36.380651,0.0,24.41,0.04,1030.01,75.45,2.29,1.97,
463,2021-12-14 06:43:36.320251,2021-12-14 06:42:48.067185,0.0,24.41,0.06,1030.05,75.03,2.36,1.96,
464,2021-12-14 06:45:47.632942,2021-12-14 06:45:37.537354,0.0,24.41,0.09,1030.07,75.33,2.25,1.92,
465,2021-12-14 06:47:58.914347,2021-12-14 06:47:48.816533,0.0,29.3,0.12,1030.03,75.49,2.25,1.89,
466,2021-12-14 06:50:10.273091,2021-12-14 06:49:59.990249,0.0,24.41,0.16,1030.08,75.43,2.23,1.91,
467,2021-12-14 06:52:21.567441,2021-12-14 06:52:11.476561,0.0,24.41,0.2,1029.9,75.51,2.23,1.91,
468,2021-12-14 06:54:32.888423,2021-12-14 06:54:22.749793,0.0,24.41,0.25,1029.9,75.36,2.25,1.95,
469,2021-12-14 06:56:44.028083,2021-12-14 06:56:33.929300,0.0,24.41,0.31,1029.99,75.26,2.31,1.97,
470,2021-12-14 06:58:55.740014,2021-12-14 06:58:45.139280,0.0,24.41,0.38,1029.96,75.0,2.32,1.99,
471,2021-12-14 07:01:11.193670,2021-12-14 07:00:58.942807,0.0,24.41,0.45,1029.92,75.24,2.35,2.0,
472,2021-12-14 07:03:22.666987,2021-12-14 07:03:12.472996,0.0,29.3,0.53,1029.85,75.04,2.51,2.04,
473,2021-12-14 07:05:34.495492,2021-12-14 07:05:23.812080,0.0,24.41,0.61,1030.08,74.53,2.54,2.13,
474,2021-12-14 07:07:46.437685,2021-12-14 07:07:35.921881,0.0,24.41,0.69,1029.94,74.66,2.53,2.12,
475,2021-12-14 07:09:58.218363,2021-12-14 07:09:47.636545,0.0,24.41,0.77,1030.05,74.57,2.6,2.16,
476,2021-12-14 07:12:10.127291,2021-12-14 07:11:59.325001,0.0,24.41,0.86,1029.93,74.47,2.63,2.2,
477,2021-12-14 07:14:21.363085,2021-12-14 07:14:11.262455,0.0,29.3,0.94,1030.04,74.13,2.56,2.2,
478,2021-12-14 07:18:33.118623,2021-12-14 07:18:22.913416,0.0,24.41,1.13,1029.97,73.83,2.71,2.29,
479,2021-12-14 07:20:44.424600,2021-12-14 07:20:34.196739,0.0,24.41,1.22,1030.0,73.64,2.7,2.33,
480,2021-12-14 07:22:56.415571,2021-12-14 07:22:45.578551,0.0,24.41,1.3,1029.91,73.77,2.67,2.32,
481,2021-12-14 07:25:07.783549,2021-12-14 07:24:57.677186,0.0,24.41,1.38,1029.93,73.96,2.66,2.32,
482,2021-12-14 07:27:19.325465,2021-12-14 07:27:08.857410,0.0,34.18,1.45,1030.05,73.91,2.66,2.3,
483,2021-12-14 07:29:30.634309,2021-12-14 07:29:20.536092,0.0,34.18,1.52,1030.02,74.26,2.66,2.3,
484,2021-12-14 07:31:42.737672,2021-12-14 07:31:32.020532,0.0,24.41,1.6,1030.25,74.41,2.61,2.34,
485,2021-12-14 07:33:54.522441,2021-12-14 07:33:44.267075,0.0,24.41,1.67,1030.14,74.39,2.66,2.37,
486,2021-12-14 07:36:06.721774,2021-12-14 07:35:55.599576,0.0,19.53,1.74,1030.06,74.29,2.7,2.41,
487,2021-12-14 07:38:18.803765,2021-12-14 07:38:08.024913,0.0,29.3,1.81,1030.07,73.79,2.76,2.46,
488,2021-12-14 07:40:30.897484,2021-12-14 07:40:19.997391,0.0,29.3,1.87,1029.94,74.03,2.73,2.45,
489,2021-12-14 07:42:42.215936,2021-12-14 07:42:31.996263,0.0,29.3,1.94,1030.31,73.85,2.66,2.48,
490,2021-12-14 07:44:53.272974,2021-12-14 07:44:43.177388,0.0,24.41,1.99,1030.26,74.02,2.7,2.49,
491,2021-12-14 07:47:04.670033,2021-12-14 07:46:54.446445,0.0,29.3,2.05,1030.23,73.62,2.74,2.49,
492,2021-12-14 07:49:16.793622,2021-12-14 07:49:05.825564,0.0,24.41,2.11,1030.22,73.56,2.71,2.51,
493,2021-12-14 07:51:28.555287,2021-12-14 07:51:18.025841,0.0,24.41,2.17,1030.22,74.26,2.67,2.53,
494,2021-12-14 07:53:40.365716,2021-12-14 07:53:29.716024,0.0,24.41,2.21,1030.12,73.99,2.67,2.53,
495,2021-12-14 07:55:51.772245,2021-12-14 07:55:41.510477,0.0,24.41,2.26,1030.08,74.03,2.74,2.59,
496,2021-12-14 07:58:03.084910,2021-12-14 07:57:52.984568,0.0,29.3,2.3,1030.22,73.85,2.78,2.63,
497,2021-12-14 08:00:14.314076,2021-12-14 08:00:04.219367,0.0,34.18,2.35,1030.16,73.49,2.89,2.68,
498,2021-12-14 08:02:25.538547,2021-12-14 08:02:15.437981,0.0,29.3,2.41,1030.29,73.05,2.98,2.75,
499,2021-12-14 08:04:37.348834,2021-12-14 08:04:26.725360,0.0,29.3,2.45,1030.12,72.78,2.98,2.81,
500,2021-12-14 08:06:49.042879,2021-12-14 08:06:38.613311,0.0,24.41,2.51,1030.24,72.57,3.02,2.83,
501,2021-12-14 08:09:00.402187,2021-12-14 08:08:50.300856,0.0,29.3,2.71,1030.28,72.57,3.05,2.88,
502,2021-12-14 08:11:11.579883,2021-12-14 08:11:01.425464,0.0,29.3,4.86,1029.94,72.09,3.25,3.31,
503,2021-12-14 08:13:25.919156,2021-12-14 08:13:15.821867,0.0,34.18,9.08,1029.38,70.81,3.68,4.49,
504,2021-12-14 08:15:39.757553,2021-12-14 08:15:26.992878,0.0,39.06,11.89,1028.79,68.22,4.47,6.11,
505,2021-12-14 08:17:50.935767,2021-12-14 08:17:40.838689,0.0,39.06,12.81,1028.42,64.73,5.57,7.39,
506,2021-12-14 08:20:02.243262,2021-12-14 08:19:52.115389,0.0,39.06,13.09,1028.3,61.34,6.5,8.37,
507,2021-12-14 08:22:13.669403,2021-12-14 08:22:03.397148,0.0,43.95,13.55,1028.35,59.32,7.14,9.26,
508,2021-12-14 08:24:26.045787,2021-12-14 08:24:14.872023,0.0,43.95,13.18,1028.34,57.99,7.6,9.91,
509,2021-12-14 08:26:37.519823,2021-12-14 08:26:27.240731,0.0,43.95,14.84,1028.13,56.25,8.18,10.67,
510,2021-12-14 08:28:48.958803,2021-12-14 08:28:38.660733,0.0,43.95,15.3,1028.1,55.07,8.63,11.18,
511,2021-12-14 08:31:05.123197,2021-12-14 08:30:50.173633,0.0,39.06,15.02,1028.12,53.52,9.22,11.84,
512,2021-12-14 08:33:16.433164,2021-12-14 08:33:06.336948,0.0,43.95,15.02,1028.08,51.93,9.69,12.39,
513,2021-12-14 08:35:27.822197,2021-12-14 08:35:17.446871,0.0,43.95,14.65,1028.06,50.53,10.09,12.87,
514,2021-12-14 08:37:39.273994,2021-12-14 08:37:28.997509,0.0,43.95,15.3,1028.05,49.49,10.52,13.36,
515,2021-12-14 08:39:50.496463,2021-12-14 08:39:40.400249,0.0,43.95,15.21,1027.92,49.58,10.7,13.78,
516,2021-12-14 08:42:12.508445,2021-12-14 08:42:02.411053,0.0,43.95,16.59,1027.76,49.17,10.83,14.22,
517,2021-12-14 08:44:24.609507,2021-12-14 08:44:13.894080,0.0,48.83,16.59,1027.44,48.26,11.14,14.55,
518,2021-12-14 08:48:36.931709,2021-12-14 08:48:26.211025,0.0,48.83,17.33,1026.54,47.88,11.28,14.79,
519,2021-12-14 08:50:48.275258,2021-12-14 08:50:38.001130,0.0,53.71,17.6,1025.77,46.98,11.74,14.94,
520,2021-12-14 08:52:59.898634,2021-12-14 08:52:49.328099,0.0,48.83,16.87,1024.83,45.66,12.08,14.93,
521,2021-12-14 08:55:11.237566,2021-12-14 08:55:00.966247,0.0,48.83,17.42,1023.24,44.95,12.37,14.86,
522,2021-12-14 08:57:22.608594,2021-12-14 08:57:12.343949,0.0,48.83,17.69,1022.29,45.47,12.61,14.8,
523,2021-12-14 08:59:33.996310,2021-12-14 08:59:23.560564,0.0,53.71,17.51,1020.46,44.64,13.18,14.62,
524,2021-12-14 09:01:46.658943,2021-12-14 09:01:36.437479,0.0,48.83,18.98,1019.42,42.18,13.65,14.64,
525,2021-12-14 09:03:57.909641,2021-12-14 09:03:47.816259,0.0,48.83,17.79,1017.97,42.12,13.65,14.57,
526,2021-12-14 09:06:10.603002,2021-12-14 09:06:00.116223,0.0,53.71,18.62,1017.43,41.91,13.48,14.77,
527,2021-12-14 09:08:21.975564,2021-12-14 09:08:11.807189,0.0,48.83,18.8,1016.02,42.23,13.31,14.52,
528,2021-12-14 09:10:33.726972,2021-12-14 09:10:23.032866,0.0,48.83,19.63,1015.02,42.39,13.28,14.45,
529,2021-12-14 09:12:44.966533,2021-12-14 09:12:34.870681,0.0,53.71,19.26,1014.54,43.01,13.48,14.57,
530,2021-12-14 09:14:57.351051,2021-12-14 09:14:46.970540,0.0,53.71,17.97,1013.72,41.99,13.93,14.48,
531,2021-12-14 09:17:10.554436,2021-12-14 09:16:58.539265,0.0,53.71,18.71,1013.37,41.93,14.24,14.68,
532,2021-12-14 09:19:21.679355,2021-12-14 09:19:11.580399,0.0,53.71,19.17,1012.07,40.33,14.68,14.6,
533,2021-12-14 09:23:33.645125,2021-12-14 09:23:23.368715,0.0,53.71,18.71,1010.2,41.23,14.23,14.41,
534,2021-12-14 09:25:44.848103,2021-12-14 09:25:34.749188,0.0,53.71,19.72,1011.79,40.44,14.8,15.17,
535,2021-12-14 09:27:56.856392,2021-12-14 09:27:46.330983,0.0,58.59,20.18,1010.56,38.65,15.47,15.06,
536,2021-12-14 09:30:09.397242,2021-12-14 09:29:58.023872,0.0,53.71,19.72,1010.88,38.06,15.61,15.44,
537,2021-12-14 09:32:21.189622,2021-12-14 09:32:10.406887,0.0,58.59,19.45,1008.71,37.51,15.96,14.87,
538,2021-12-14 09:34:32.529192,2021-12-14 09:34:22.424668,0.0,63.48,19.17,1007.91,36.38,16.3,14.84,
539,2021-12-14 09:36:44.961337,2021-12-14 09:36:33.698818,0.0,63.48,16.68,1008.18,35.56,16.86,15.2,
540,2021-12-14 09:38:56.205334,2021-12-14 09:38:46.100634,0.0,63.48,15.58,1007.56,33.74,17.61,15.25,
541,2021-12-14 09:41:07.479204,2021-12-14 09:40:57.383572,0.0,58.59,17.33,1006.7,33.91,17.72,15.15,
542,2021-12-14 09:43:19.177093,2021-12-14 09:43:08.604192,0.0,58.59,16.68,1007.19,33.32,18.06,15.49,
543,2021-12-14 09:45:30.341620,2021-12-14 09:45:20.244360,0.0,53.71,15.85,1009.19,32.65,18.6,16.46,
544,2021-12-14 09:47:45.842234,2021-12-14 09:47:31.423777,0.0,53.71,17.14,1009.33,31.85,18.97,16.79,
545,2021-12-14 09:49:41.078635,2021-12-14 09:49:30.920786,0.0,53.71,19.08,1008.02,31.29,19.37,16.59,
546,2021-12-14 09:51:52.193562,2021-12-14 09:51:42.094076,0.0,53.71,18.71,1011.71,30.0,19.82,17.99,
547,2021-12-14 09:54:03.381750,2021-12-14 09:53:53.284316,0.0,58.59,17.79,1007.79,29.3,20.22,16.92,
548,2021-12-14 09:56:14.753743,2021-12-14 09:56:04.655032,0.0,53.71,17.6,1004.54,29.23,20.57,16.09,
549,2021-12-14 09:58:26.154581,2021-12-14 09:58:15.930830,0.0,48.83,17.33,1005.03,29.41,20.32,16.35,
550,2021-12-14 10:00:38.278759,2021-12-14 10:00:27.418782,0.0,53.71,16.04,1006.1,30.43,20.19,16.77,
551,2021-12-14 10:02:49.666361,2021-12-14 10:02:39.567648,0.0,53.71,15.76,1006.72,31.17,19.92,16.97,
552,2021-12-14 10:05:02.322124,2021-12-14 10:04:50.790107,0.0,48.83,14.75,1006.58,31.23,19.43,16.91,
553,2021-12-14 10:07:14.559073,2021-12-14 10:07:03.401259,0.0,53.71,16.04,1012.05,30.31,19.5,18.55,
554,2021-12-14 10:09:26.171403,2021-12-14 10:09:15.901069,0.0,58.59,16.4,1011.25,29.26,20.12,18.16,
555,2021-12-14 10:11:37.385192,2021-12-14 10:11:27.286552,0.0,48.83,12.99,1009.81,29.8,20.57,17.72,
556,2021-12-14 10:13:48.866425,2021-12-14 10:13:38.769014,0.0,53.71,8.62,1012.6,30.47,19.81,18.68,
557,2021-12-14 10:16:01.206860,2021-12-14 10:15:50.047786,0.0,53.71,25.07,1020.93,31.0,19.09,21.47,
558,2021-12-14 10:18:13.159760,2021-12-14 10:18:02.656639,0.0,53.71,30.97,1025.22,32.18,18.54,22.99,
559,2021-12-14 10:20:24.541414,2021-12-14 10:20:14.452422,0.0,48.83,31.7,997.53,32.43,18.39,14.44,
560,2021-12-14 10:22:36.185279,2021-12-14 10:22:25.623108,0.0,43.95,33.55,979.31,32.04,18.08,8.82,
561,2021-12-14 10:24:49.588374,2021-12-14 10:24:38.538780,0.0,43.95,36.13,979.75,32.41,17.77,9.18,
562,2021-12-14 10:27:01.039588,2021-12-14 10:26:50.758898,0.0,48.83,37.05,980.38,32.46,17.63,9.46,
563,2021-12-14 10:29:12.364144,2021-12-14 10:29:02.275940,0.0,43.95,37.42,982.13,32.85,17.61,9.87,
564,2021-12-14 10:31:23.977678,2021-12-14 10:31:13.502571,0.0,48.83,35.21,981.52,31.94,18.06,9.59,
565,2021-12-14 10:33:38.845326,2021-12-14 10:33:28.572062,0.0,43.95,31.33,982.66,31.66,18.61,9.92,
566,2021-12-14 10:35:50.223031,2021-12-14 10:35:39.949346,0.0,43.95,30.6,981.92,30.11,19.57,9.77,
567,2021-12-14 10:38:01.914318,2021-12-14 10:37:51.323714,0.0,39.06,30.6,981.23,30.49,20.05,9.63,
568,2021-12-14 10:40:13.112348,2021-12-14 10:40:03.017552,0.0,43.95,30.6,982.8,29.28,20.43,10.31,
569,2021-12-14 10:42:24.342579,2021-12-14 10:42:14.088890,0.0,58.59,30.97,982.83,28.7,20.66,10.39,
570,2021-12-14 10:44:35.775764,2021-12-14 10:44:25.679084,0.0,73.24,30.97,987.61,29.17,20.64,12.04,
571,2021-12-14 10:46:47.053027,2021-12-14 10:46:36.955500,0.0,78.13,31.52,991.72,28.9,20.66,13.35,
572,2021-12-14 10:48:58.703944,2021-12-14 10:48:48.131622,0.0,73.24,31.52,989.97,28.57,20.73,12.62,
573,2021-12-14 10:51:10.072576,2021-12-14 10:50:59.827353,0.0,73.24,30.97,986.97,28.93,20.57,11.48,
574,2021-12-14 10:53:21.817012,2021-12-14 10:53:11.255863,0.0,78.13,29.86,984.47,28.6,20.69,10.41,
575,2021-12-14 10:55:33.547529,2021-12-14 10:55:22.983358,0.0,68.36,26.54,991.51,28.75,20.83,12.34,
576,2021-12-14 10:57:44.900379,2021-12-14 10:57:34.671304,0.0,78.13,29.12,984.14,28.97,20.67,9.63,
577,2021-12-14 10:59:56.106212,2021-12-14 10:59:45.882863,0.0,78.13,28.02,1008.31,28.31,20.83,17.12,
578,2021-12-14 11:02:07.650580,2021-12-14 11:01:57.438063,0.0,83.01,10.23,1028.51,28.02,21.04,25.39,
579,2021-12-14 11:04:23.484127,2021-12-14 11:04:13.095791,0.0,78.13,6.22,1028.83,27.43,21.69,25.5,
580,2021-12-14 11:06:34.831927,2021-12-14 11:06:24.597421,0.0,78.13,6.13,1028.91,26.91,21.9,25.64,
581,2021-12-14 11:08:47.093364,2021-12-14 11:08:36.795870,0.0,73.24,6.13,1028.71,26.82,22.08,25.65,
582,2021-12-14 11:10:59.505845,2021-12-14 11:10:49.196612,0.0,73.24,6.13,1028.08,26.51,22.05,25.63,
583,2021-12-14 11:13:10.914877,2021-12-14 11:13:00.682493,0.0,78.13,6.13,1026.73,25.89,22.72,25.17,
584,2021-12-14 11:17:24.743053,2021-12-14 11:17:13.406220,0.0,73.24,6.22,1028.97,25.74,22.56,25.98,
585,2021-12-14 11:19:37.034671,2021-12-14 11:19:26.935790,0.0,78.13,6.31,1029.04,26.0,22.39,26.05,
586,2021-12-14 11:21:48.339371,2021-12-14 11:21:38.075015,0.0,78.13,9999.9,1029.11,25.62,22.34,26.06,
587,2021-12-14 11:23:59.494051,2021-12-14 11:23:49.394607,0.0,78.13,6.96,1029.11,25.73,22.39,26.08,
588,2021-12-14 11:26:10.909143,2021-12-14 11:26:00.692314,0.0,78.13,6.96,1029.05,25.94,22.52,26.16,
589,2021-12-14 11:28:26.953611,2021-12-14 11:28:12.257102,0.0,78.13,6.91,1029.01,26.17,22.39,26.19,
590,2021-12-14 11:30:38.093917,2021-12-14 11:30:27.935248,0.0,83.01,6.87,1028.96,25.76,22.42,26.19,
591,2021-12-14 11:32:49.416762,2021-12-14 11:32:39.321352,0.0,97.66,6.96,1029.07,26.54,22.34,26.26,
592,2021-12-14 11:35:05.452181,2021-12-14 11:34:50.697749,0.0,97.66,7.19,1028.93,26.54,22.34,26.27,
593,2021-12-14 11:37:16.616901,2021-12-14 11:37:06.522696,0.0,92.77,7.51,1028.82,26.96,22.55,26.31,
594,2021-12-14 11:39:27.853636,2021-12-14 11:39:17.763507,0.0,97.66,7.46,1028.74,26.17,22.83,26.38,
595,2021-12-14 11:41:39.242692,2021-12-14 11:41:29.142983,0.0,92.77,6.87,1028.66,25.85,23.14,26.52,
596,2021-12-14 11:43:50.740097,2021-12-14 11:43:40.523399,0.0,92.77,6.96,1028.57,25.97,22.97,26.64,
597,2021-12-14 11:46:02.120285,2021-12-14 11:45:51.901815,0.0,92.77,9999.9,1028.45,26.36,22.69,26.69,
598,2021-12-14 11:48:13.421313,2021-12-14 11:48:03.224293,0.0,92.77,7.51,1028.26,27.1,22.58,26.73,
599,2021-12-14 11:50:31.191833,2021-12-14 11:50:18.966489,0.0,97.66,8.2,1028.01,26.91,22.32,26.88,
600,2021-12-14 11:52:42.503599,2021-12-14 11:52:32.354314,0.0,92.77,8.02,1024.45,26.24,22.44,25.58,
601,2021-12-14 11:54:53.657191,2021-12-14 11:54:43.568327,0.0,87.89,7.28,1012.08,26.75,22.54,19.07,
602,2021-12-14 11:57:04.967920,2021-12-14 11:56:54.876951,0.0,87.89,7.51,996.91,26.76,22.55,10.78,
603,2021-12-14 11:59:16.383368,2021-12-14 11:59:06.125471,0.0,92.77,8.43,994.94,26.83,22.66,8.31,
604,2021-12-14 12:01:27.710217,2021-12-14 12:01:17.508937,0.0,92.77,14.65,996.42,27.3,22.56,8.75,
605,2021-12-14 12:03:38.873062,2021-12-14 12:03:28.783566,0.0,87.89,13.27,997.97,27.35,22.35,8.77,
606,2021-12-14 12:05:51.284668,2021-12-14 12:05:39.879240,0.0,87.89,14.38,999.9,27.95,22.31,9.06,
607,2021-12-14 12:08:03.022915,2021-12-14 12:07:52.466347,0.0,87.89,14.65,1001.03,28.03,22.03,9.08,
608,2021-12-14 12:10:14.450999,2021-12-14 12:10:04.357628,0.0,87.89,15.02,1015.43,27.83,22.03,16.85,
609,2021-12-14 12:12:26.091928,2021-12-14 12:12:15.522299,0.0,87.89,14.47,1014.0,28.23,21.93,22.94,
610,2021-12-14 12:14:37.251399,2021-12-14 12:14:27.158330,0.0,83.01,14.47,1017.09,28.03,21.97,23.83,
611,2021-12-14 12:16:48.600877,2021-12-14 12:16:38.506698,0.0,83.01,14.1,1017.18,28.07,22.1,23.71,
612,2021-12-14 12:19:02.071166,2021-12-14 12:18:49.776065,0.0,78.13,14.01,1017.93,28.32,22.18,23.9,
613,2021-12-14 12:21:13.707454,2021-12-14 12:21:03.103995,0.0,63.48,12.63,1014.07,26.86,22.12,15.95,
614,2021-12-14 12:23:24.988091,2021-12-14 12:23:14.786996,0.0,53.71,12.44,1015.16,27.28,21.87,11.71,
615,2021-12-14 12:25:36.366738,2021-12-14 12:25:26.273497,0.0,48.83,12.26,1016.16,27.67,21.7,11.61,
616,2021-12-14 12:27:48.073159,2021-12-14 12:27:37.514280,0.0,43.95,11.57,1024.11,29.29,21.76,14.1,
617,2021-12-14 12:30:08.632433,2021-12-14 12:29:49.242997,0.0,48.83,11.89,1018.05,28.85,21.74,22.32,
618,2021-12-14 12:32:19.804729,2021-12-14 12:32:09.709491,0.0,43.95,11.8,1020.0,28.73,21.94,24.35,
619,2021-12-14 12:34:36.020916,2021-12-14 12:34:25.926124,0.0,43.95,12.35,1019.56,28.49,22.24,24.36,
620,2021-12-14 12:36:47.399392,2021-12-14 12:36:37.306999,0.0,39.06,12.17,1018.14,28.2,22.38,23.57,
621,2021-12-14 12:38:58.742450,2021-12-14 12:38:48.520525,0.0,39.06,11.89,1024.95,27.82,22.32,20.27,
622,2021-12-14 12:41:10.493858,2021-12-14 12:40:59.963693,0.0,48.83,11.98,1020.28,29.09,22.2,24.57,
623,2021-12-14 12:43:22.371972,2021-12-14 12:43:12.166600,0.0,43.95,12.63,1021.26,28.26,21.9,25.13,
624,2021-12-14 12:45:33.769131,2021-12-14 12:45:23.544135,0.0,43.95,13.09,1021.66,30.05,21.67,25.21,
625,2021-12-14 12:48:14.077106,2021-12-14 12:47:34.923740,0.0,58.59,12.44,1020.29,29.11,21.6,22.54,
626,2021-12-14 12:50:25.508617,2021-12-14 12:50:15.281535,0.0,68.36,11.7,1023.73,29.7,21.39,13.19,
627,2021-12-14 12:52:37.324551,2021-12-14 12:52:26.723258,0.0,73.24,11.75,1024.83,30.23,21.02,13.15,
628,2021-12-14 12:54:48.695088,2021-12-14 12:54:38.560682,0.0,73.24,11.57,1019.56,30.5,20.97,21.71,
629,2021-12-14 12:56:59.824806,2021-12-14 12:56:49.734204,0.0,73.24,11.01,1023.11,30.71,21.07,24.95,
630,2021-12-14 12:59:13.436555,2021-12-14 12:59:01.012994,0.0,58.59,10.41,1023.53,29.91,21.11,24.98,
631,2021-12-14 13:01:25.161591,2021-12-14 13:01:14.644312,0.0,43.95,10.18,1023.74,29.35,21.22,25.05,
632,2021-12-14 13:03:36.564310,2021-12-14 13:03:26.333406,0.0,43.95,10.28,1024.06,29.48,21.99,25.25,
633,2021-12-14 13:05:47.911687,2021-12-14 13:05:37.815058,0.0,43.95,10.23,1024.41,28.15,22.24,25.36,
634,2021-12-14 13:07:59.501071,2021-12-14 13:07:49.191685,0.0,48.83,10.6,1024.67,29.25,22.03,25.39,
635,2021-12-14 13:10:10.990271,2021-12-14 13:10:00.780516,0.0,58.59,11.89,1024.94,29.82,22.05,25.49,
636,2021-12-14 13:12:22.354781,2021-12-14 13:12:12.256390,0.0,53.71,14.1,1025.0,29.72,21.73,25.39,
637,2021-12-14 13:14:33.637162,2021-12-14 13:14:23.539032,0.0,43.95,17.14,1025.53,29.89,20.95,25.37,
638,2021-12-14 13:16:45.435714,2021-12-14 13:16:34.918990,0.0,39.06,19.08,1025.79,31.01,20.36,25.2,
639,2021-12-14 13:18:56.867769,2021-12-14 13:18:46.773255,0.0,39.06,20.0,1026.23,31.62,20.07,24.91,
640,2021-12-14 13:21:08.245651,2021-12-14 13:20:58.086476,0.0,43.95,19.54,1027.07,31.67,19.87,24.54,
641,2021-12-14 13:23:28.957565,2021-12-14 13:23:09.463589,0.0,43.95,14.19,1028.47,31.81,19.94,23.85,
642,2021-12-14 13:25:40.326101,2021-12-14 13:25:30.166397,0.0,58.59,7.97,1028.98,32.12,20.11,23.29,
643,2021-12-14 13:27:52.052487,2021-12-14 13:27:41.482228,0.0,58.59,7.74,1028.46,31.63,20.18,23.47,
644,2021-12-14 13:30:04.915604,2021-12-14 13:29:53.539465,0.0,63.48,7.51,1027.61,31.67,20.28,23.91,
645,2021-12-14 13:32:16.340279,2021-12-14 13:32:06.045820,0.0,58.59,7.79,1027.44,31.68,20.43,24.22,
646,2021-12-14 13:34:27.635952,2021-12-14 13:34:17.527695,0.0,58.59,8.2,1027.38,32.37,20.7,24.36,
647,2021-12-14 13:36:39.050158,2021-12-14 13:36:28.808248,0.0,63.48,8.2,1027.38,31.57,21.0,24.32,
648,2021-12-14 13:38:50.361159,2021-12-14 13:38:40.259166,0.0,63.48,7.79,1027.4,31.23,20.97,24.27,
649,2021-12-14 13:41:01.793238,2021-12-14 13:40:51.661262,0.0,58.59,7.14,1027.46,31.63,20.63,24.22,
650,2021-12-14 13:43:12.981776,2021-12-14 13:43:02.849905,0.0,53.71,6.77,1027.47,32.01,20.37,24.09,
651,2021-12-14 13:45:24.236787,2021-12-14 13:45:14.127829,0.0,58.59,6.68,1027.43,32.02,20.42,23.97,
652,2021-12-14 13:47:35.665690,2021-12-14 13:47:25.571461,0.0,48.83,6.64,1027.6,32.45,20.49,23.84,
